	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
TMEM126B	0.029381710223129274	0.010909194069400248	0.011847659047982035	0.014518451128699943	0.011510099728035173	0.013642711318135086	0.014040761840647367	0.004335682731165901	0.020097892984206008	0.012364263685928663	0.019134041610981957	0.016476821555457356	0.017548369943342166	0.007171610779971152	0.014943945227008088	0.013121530008265098	0.02337869740162333	0.02423449502435758	0.01602039782494486	0.012837224602514515	0.019485887304510154	0.021408770420881493	0.017862714630945412	0.020271207871500684	0.013121306684729364	0.0014765833988092147	0.01734580388058243	0.008329192073728337	0.017226517477903852	0.01686099522485356	0.004355021223990942	0.021194441338424415	0.022669061954139418	0.014630987597853189	0.014530121749872702	0.01020228015773678	0.008774518371052174
PHAX	0.013057970297789092	0.0006760660199884331	0.021339044713428634	0.011464729105554683	0.01609772374398101	0.022150138017099287	0.014828924732627605	0.0050386831680835865	0.0117504179222974	0.004999531770592396	0.02000830528519476	0.012640560468762562	0.01929244908593275	0.019762088005434893	0.012873140364167857	0.019207296627942023	0.027291373862884074	0.015898306471268903	0.01017154090563532	0.020282542837566236	0.02336215034443279	0.006206134676074102	0.008699790827956239	0.027867826708098644	0.022484587284764056	0.0010317329951683581	0.011078047079339967	0.02382249292111219	0.006312225924662368	0.022661948582592375	0.017188268852895414	0.022376055661339624	0.010923042954283826	0.016622733614497946	0.023299221337491526	0.006481531838979419	0.00594225544456141
PASK	0.01534352245365376	0.027593696397888844	0.02102272614499017	0.022662655919909715	0.01931411114771113	0.017689030429204607	0.012985467055026659	0.007563216435346078	0.01610368407934252	0.012429770708879689	0.012692606188948016	0.02932592410248772	0.02190386312998498	0.008370089131750804	0.013036408405431648	0.016208424782343786	0.02256045994676518	0.01332482752756741	0.01712326134796269	0.01372698956801658	0.02006599281857833	0.005797578363896229	0.013190132342701302	0.015156067822288963	0.022319471957623967	0.0025033511021414303	0.004223035797418657	0.009979099559695356	0.016127920058991614	0.02569813359624626	0.010535969340139666	0.028887381123203246	0.004547236471929176	0.007941071943491845	0.01665313144884461	0.01764492422714756	0.01299920462695132
MAEL	0.01266089137726186	0.028281896054229805	0.021176383919793696	0.0217007661318166	0.009249377296067632	0.0007127611292749054	0.0034710448189757734	0.013822369135468913	0.01367551111370474	0.011683809320693746	0.013763356614000667	0.017670480940480845	0.021215898827408607	0.0036710848682589576	0.02605553494876595	0.006124440284150129	0.02088328543393585	0.016132472650668972	0.015452415225512824	0.011229386178992638	0.0038375304989614906	0.01206586534363011	0.019551028874631612	0.007605438601136685	0.02903789448933985	0.00016521213486807434	0.008682246297404266	0.0020950920621697236	0.03351691779022438	0.009791051877178034	0.02050079936200012	0.00898788752477949	0.01543004676380334	0.029160630640726725	0.015572581302744942	0.026954104280373564	0.007369605476012881
NARS2	0.02139556704028556	0.02239792656902831	0.009687646710315074	0.014425000261018516	0.010534672885092628	0.017090568488925335	0.014949931874318813	0.0018439305115764495	0.011495297192143093	0.005053456569388939	0.018317914516768192	0.022948094184229544	0.011780844554125378	0.004966108170384718	0.016632811855895383	0.0143723786052542	0.009487687784418749	0.014161815422483367	0.018986424185290864	0.017185786449841776	0.022295450629859655	0.01888897336378043	0.011329536702200152	0.02257955698516512	0.027837521037723283	0.0031995287558061257	0.013186515769226864	0.015026137294186868	0.010827331531327198	0.013745476743974588	0.01606866181189359	0.020142751493257297	0.013467523431260875	0.004296429988023133	0.028265159542820537	0.007629388643762464	0.019811209616217455
DHX9	0.005343154826856649	0.024964576431648476	0.020926466727803232	0.01501693074472075	0.01319370522035507	0.01479216771641938	0.00955678553292652	0.012025742650618534	0.01910458373343616	0.016044092971924898	0.02676550019060915	0.007178733506099467	0.015081663656392892	0.015277716390876902	0.01699416088723249	0.012578188157978842	0.02981940881891515	0.030106252476849706	0.004847928268605633	0.010865563749711229	0.010520891337022624	0.026146696360068215	0.009035031509828461	0.011544304641664784	0.01878977013575647	0.0011805301987804326	0.018160100624816256	0.02295859889423656	0.024607162897961433	0.009336251105712439	0.018992319486103353	0.009911859829814131	0.016506335395677512	0.029145358505439315	0.0006405708841433798	0.011187469069198753	0.015539322663581111
TMBIM4	0.023808180549734364	0.0017075434496378822	0.015048836666638522	0.02867312899654263	0.01847513248726546	0.02303773410081203	0.004258592717203623	0.01480288678869117	0.022573853528572715	0.012280086905728597	0.009919326896664252	0.031891370040819315	0.01646481873370067	0.004599943176928139	0.0029961763739671248	0.02569847912223644	0.024713356034691745	0.012341965436718394	0.02001685868636483	0.009397259706606422	0.011538816801742508	0.012886009251692697	0.02304531280747287	0.0056065684515597645	0.02456268448698436	0.0013266873272972043	0.018059851578970464	0.007506168663317966	0.0026529588895991395	0.02160222294078912	0.010895467038472866	0.011390053068233008	0.024386824027679575	0.015359529691804676	0.021526514705225812	0.017446227318920062	0.020751943894645027
WDR72	0.007607495797701529	0.03383877642815485	0.012415021994126472	0.012760115273503628	0.013184044583773896	0.015289428146676332	0.013492049703770012	0.013895237682155072	0.006998934996310706	0.011447744070399933	0.010574658279966528	0.017040842423765752	0.012056546925217262	0.017859560454069234	0.017763689882675616	0.015473357638842023	0.015347543064108411	0.01228345362728817	0.00825508822906673	0.011092912364513742	0.014674568142730575	0.017802620701451274	0.019687030114879343	0.010276963352918037	0.009289284131952978	0.003336168597023839	0.0035777673258743014	0.02244155426826158	0.009751552257825211	0.008358814015108072	0.01623146550182567	0.022693665061602857	0.031571074424788216	0.01789734008985563	0.01365826373215736	0.014925776261990018	0.0062524854535038
RILPL2	0.01757221617626628	0.026196840751811522	0.01863534274863151	0.008660213722043252	0.0107576723687649	0.011924656458316266	0.024253930842770118	0.012220395428608416	0.009475086885734918	0.028564612159594237	0.00591765963436761	0.015582644296116789	0.023116838338096447	0.020593266685561575	0.02747512917743786	0.012278450613942638	0.004474852504486939	0.02354105636831324	0.006286866390016887	0.018806867960521334	0.007457145246824169	0.02611324552294487	0.017041708242604633	0.009166188852467734	0.018099952729430022	0.0008252563951031963	0.016480629924725956	0.006512805978417091	0.013146038214671668	0.008432304958444348	0.008101525562226595	0.015590016392978506	0.002832235351871711	0.022327873266597145	0.023067228419682628	0.007371809157477202	0.010196960863222157
NCOA3	0.018921784741594616	0.011527994472451644	0.005000843523856722	0.021799616796134864	0.02348716736007505	0.01701603201566683	0.0031687319375703644	0.016928753740644266	0.015417664750544837	0.009117449617559633	0.011658928989980534	0.026611989704614626	0.008864750354089573	0.0005249681081312547	0.008812630056881923	0.018978997775218654	0.01737093049692727	0.004341611263595936	0.018563017796612128	0.01772830776055886	0.012215418778300105	0.012286934423889647	0.018860221984287228	0.007498614231230552	0.008019909098382303	0.0006399046034996443	0.019151850219806036	0.01628386027146171	0.010785657910231504	0.009455463513959771	0.018706511157374265	0.009753635170119975	0.026490135247850925	0.009168894452554834	0.01384506048795817	0.02702115511035972	0.008797276870121197
