	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	95.79486659043974	-31.505651666981276	-106.34572988894898	-6.56120715535447	72.16147311899239	29.871629923007617	-21.471080458736722	-168.50091532207566	62.13646879418422	121.27463753723254	2.856434585077152	-73.87538785716369	-80.7101696062083	64.77747700547431	8.869442707604149	37.13916607117977	-21.338380602960594	-28.38784961251319	129.07961884538895	3.5775330394939076	-24.013491315670276	10.766186597018715	41.440859202579354	-0.0728618288762232	-46.20481281711102	-15.495635497168632	-86.15830518275149	-67.1212130767658
1	22.422972699378686	223.462849154316	-18.079589892494457	57.947802312482345	-195.16493094683096	27.84282486932908	-140.22218009756017	96.08392789470192	112.24668430940581	-42.39022512603623	58.53898780704256	1.6966849402713835	68.43489917211097	-195.60380092868579	-16.065665531894876	157.59673353581135	52.14941083975725	-98.67203676887272	89.27484921526367	-150.02569756143149	-176.34219231465846	-130.14209639027604	68.14025214136886	31.802551961186868	-74.47595865995159	21.408046611869402	-67.71261111247271	11.323632495186862
2	2.5922436054526528	26.68194782589731	84.41932984263427	1.620312779784764	-80.6516560162494	11.272596023433497	30.95509722022374	-60.83261800612173	-19.890218965211588	-5.937940754939224	-28.777459551834532	2.613821981792944	53.7741556593713	9.796283506800712	-74.97082636883569	43.75217171607862	30.966613312584485	-18.97241832360117	-3.959343781920056	23.083320154608597	-10.033588295883215	-40.477997194231754	25.49696189349882	-30.21704788393943	39.10482916326893	28.206477107377065	-32.25606603871029	-24.30098030813175
3	56.1765110831483	-11.661207121492197	9.414514930752928	168.05799115120695	3.1221427683301437	109.43633434106188	-24.97190671925685	-15.443586500923733	-59.116696021427096	-104.6512553730641	29.184580766300744	-12.288133530156667	-23.41910696014999	-22.339914089501836	18.7831717975967	25.37469090653942	-32.717479706822175	49.76247610532921	-32.725089513134776	-16.1785501228783	5.931353714936279	2.9615416935657226	-40.40952051817896	66.46332872114355	-61.925455256170565	-2.406768187779573	18.623977529566826	79.63505166029995
4	-46.64438517414863	74.06691837026933	-27.795118238966815	26.184492615856644	191.66498286093443	-110.32920046662434	-86.97780063062181	173.29465089624486	-17.548735293849283	-42.82131940791129	-27.43679234875679	-81.65075457024753	-52.56997320332242	3.778518397615326	62.97460539556298	-144.8724409988635	61.223710619191	74.03767683539417	-63.54813413312401	-56.736826260354924	52.17087114140072	14.115024609948888	5.434048595760131	-33.92644864227466	-65.82640801372506	-156.21342694215383	39.71093828217372	84.23279720456769
5	-64.72130067058058	3.5291656840789725	-1.9649641413122114	-19.715640043215082	27.682863498565137	90.66177203839247	-31.756619572766276	-40.362715425518346	0.2954168779471287	-65.6237006686746	-51.10660665231079	-20.917632026949956	1.2924956717241105	-30.40962310221517	-42.43336860290522	-27.09171193445574	53.203473523966395	33.0151323618555	-47.29603780214721	46.31238514129962	-15.498366597275888	8.934250481313804	18.577868835194526	-49.2046011202766	-32.16744827594882	19.231647135044657	34.160176515532285	-16.958199431305196
6	-205.73564156271243	-57.549269037913874	125.47287841486175	-74.5031384145965	-9.986484517429918	35.58843020490067	425.8729204882095	-94.5273983146184	-134.74873506342243	-44.20432664237252	-124.47141280466285	-37.75410691114043	14.954639249104966	-128.90184899413188	94.09789033995152	27.041859105190316	-50.96074391297946	49.62315025700066	54.39748742273299	-7.7483608191322215	11.391771081398899	23.945694424203708	32.951867427996525	-127.4601175625975	239.80703537580033	-98.1601123179626	2.0906601446993696	88.5759338320446
7	-52.295991058053644	-12.697546330235486	-55.65537368732335	-28.349603221225106	-78.50576721888865	-53.059764012339784	15.125808559872413	196.8973953206549	-5.898009370942126	-123.11291503362891	33.34238009341436	105.3751298715446	-105.07689688585863	-42.22132442750286	41.35568895483544	-79.33635589075507	24.15529147830362	31.82617680470184	-30.61356042599607	-50.08122932933398	-26.6557135653286	1.7101820283299958	20.88926527859669	29.303017167871126	50.185231112860244	49.96869851543316	81.87041301859378	7.573979567086795
8	-37.05253085250448	-84.75100686221407	52.98322482878029	101.01974523526758	25.937739998956367	73.49163847281406	41.11738405241027	-67.59730944312423	52.28150148043315	80.62248987676891	-33.17430513575029	18.687347844874676	35.13142552016536	-51.510007578958074	-21.836250310625598	92.16472003010358	-103.28811080842881	-34.64094159113714	12.93236208262146	-51.92651144879876	-100.27900022924985	-56.90844867406548	-25.139887431903233	95.68439353272227	-10.97107357480428	82.74937324985169	81.1480745115983	-10.880651457694011
9	-51.30589838028559	45.86522413761873	5.116931076173526	-99.1964205618264	-29.38607283452567	-105.5371992223858	38.31069889307069	-29.097829418791825	48.10030687807391	190.89260772438465	-22.4583370375586	38.96906756199217	16.26962038385042	46.30351023836608	0.6349453806835639	19.080875624386536	-55.02693036070906	-11.792250972866233	18.02897929937981	-42.09018490094455	-36.67648358216471	11.32905560965172	-9.862441111089112	-82.9876759753993	56.285534359977106	-25.188780137809	-32.39593583649416	-72.48693928323122
