	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
TMEM126B	0.03189272065057	0.016271258225378723	0.032027926600106345	0.019169250782755325	0.017070432496702894	0.014865326983675235	0.036369514809838105	0.029599702663496253	0.008099288428475397	0.014939918219346295	0.022812128608030627	0.017377630971681705	0.0051821698903629365	0.010708026421159882	0.011215153202256717	0.012585887698515864	0.010594183700423738	0.015373762529719913	0.025034058659543116	0.013766903258003711	0.0189928843699056	0.019701741516019725	0.007081450479048236	0.011589016989679141	0.010898266399594313	0.016971891942758572	0.016575192618373185	0.025441412117913616
PHAX	0.031858373947530126	0.038418032785823786	0.0029122219828251993	0.008961652258614209	0.019006850606467403	0.0047047940073174045	0.009730035094518367	0.02493869869185131	0.01889021842725283	0.010944003315147586	0.05148031953324336	0.021023848761537338	0.017164142684988185	0.0184021190085251	0.027326901994328887	0.03179875493075949	0.007934091198319943	0.018426850525219474	0.006024692750411741	9.116736127265142e-08	0.005250173768536108	0.002818914465214873	0.008044494102247212	0.0332271478424429	0.02474918819238746	2.556681040628885e-05	0.040856174506306714	0.026028477322803292
PASK	0.019302032465452795	0.009384484671580953	0.012259949714781577	0.02550870324361718	0.02474550531455581	0.029399449999799005	0.01431101881355078	0.023461248695230988	0.0012699296579481746	0.028656049547806473	0.021800511507722657	0.011608650203609324	0.014564137314121935	0.025034316669988146	0.03042178235431881	0.018000487170771347	0.0201719526415055	0.018811318235367337	0.023389960638966163	0.02354236601384088	0.02118299577473917	0.01992447512705504	0.01142282140823617	0.025470040342026722	0.019331843698388033	0.020596270839783454	0.010176881100320808	0.032121865328395026
MAEL	0.01400522735364853	0.013488574460353883	0.0248442900052419	0.02636584841981979	0.007196900065521594	0.029659237515477232	0.02081165467141128	0.017193653564615243	0.009626903918732969	0.023574360282612207	0.018508034704726273	0.023824073399778465	0.023640930438899515	0.019504204460330236	0.026334763524913395	0.017482852448126415	0.02007034205308434	0.01667779162930089	0.029238606461745004	0.024563934753623992	0.019029539899470833	0.02048226804552858	0.01291189096481163	0.02751698471994685	0.025141923981737202	0.019478286540084988	0.025997432300932214	0.019369602833538398
NARS2	0.01827530178691667	0.027734865133899375	0.026299438844814064	0.014440974247130173	0.02195028894467209	0.006341036629016876	0.029108023902556138	0.012560476016265323	0.0031915075993205655	0.020005057575311944	0.015768916953991536	0.023027581345271116	0.02361061047936776	0.02514125468050352	0.026411951447940757	0.016819282179889934	0.009617498586380672	0.031221529080969316	0.02136450388106008	0.025903578065074238	0.01103451766728117	0.023300103744274926	0.007811680742373794	0.011801470899052645	0.020021322165518985	0.022423011206534418	0.022128883257944855	0.014661810409300924
DHX9	0.022288915457296013	0.015940439750838448	0.02888745644787776	0.017695239566875926	0.01473823140640022	0.0315504397256172	0.01823223442807323	0.014502477391340224	0.009378834974556488	0.02337327604917476	0.02075059033762047	0.022431669482735506	0.01956802966014607	0.014190930443700647	0.021430097572515544	0.02722842618497842	0.020786986491427135	0.014343131658581653	0.028201357016349175	0.014788836804435926	0.02591064311251463	0.02025830263913334	0.01592378316142859	0.035605225039462306	0.013682956353149228	0.013842921067561383	0.011757245396954838	0.014494829490014889
TMBIM4	3.286815099050667e-05	0.06149258385892364	0.03587438746157337	0.017250487997615603	0.019265701917989868	0.006443714013884507	0.03403526401997489	0.009039600536021132	0.0015730083343919257	0.018258485348967297	0.018999896161478496	0.022270938287295053	0.007986024372620068	0.017984304986200156	0.030115247931746237	0.018758084779043706	0.014848950908443546	0.031623541410576765	0.032123813368905574	0.02358433975052557	0.014390209346982572	0.01813399260784365	0.015393548326407842	0.021110929766463896	0.026881186275467223	0.016609688217001782	0.031388704029891044	0.016719314030266417
WDR72	0.02065449337122871	0.015326109812239657	0.009566002195335177	0.027812219941263042	0.020917898044817824	0.03522624147820299	0.028797271806883074	0.01850155842541609	0.012160782915094934	0.026171843563473417	0.027331468736807012	0.015305831021757393	0.013398639465144005	0.020225440647615767	0.025273325616784404	0.02394192710736821	0.025524223655832488	0.020938166989781657	0.021234367100282692	0.022889025590361652	0.026198241575418352	0.024682449879558758	0.019089262879166666	0.03072052538844652	0.023468588111978415	0.020530106865831396	0.017621328453830833	0.029858192042193185
RILPL2	0.019353433622563452	0.013630376894292662	0.02802850166728674	0.024630766127233184	0.018220404419744207	0.029374480741688913	0.012209857068278736	0.014961296950328459	0.011255562738491447	0.019387476980822233	0.022527001319767266	0.019106915553031067	0.022237870660744147	0.020998796988490505	0.029318277968858504	0.028254399556924863	0.028802487224866256	0.018679725145610924	0.02258514597707122	0.024588015154578036	0.024144774470077467	0.017574699443074836	0.016852419824860042	0.029567774919262463	0.019462472652878683	0.01915870627913736	0.013559495295500098	0.02998697547656174
NCOA3	0.033403629624491456	0.021235323223050603	0.020990725537525033	0.021436000293992938	0.017247269438892116	0.01628333662498183	0.030520017491833494	0.015472821082749597	0.002400674095028386	0.009059631153841365	0.019434563362046055	0.013695838650160913	0.012869344791144089	0.01001139307012359	0.015111233568596644	0.01781806055439673	0.0032959388633154317	0.023034140967390725	0.01908831512974408	0.011557853391438644	0.019737366613080023	0.019951144420513798	0.005977135604853026	0.022134614027635228	0.009300085033316276	0.015024834657950091	0.010453319684691128	0.015847683708101863
ATP7A	0.008625991316593255	0.03503827177029046	0.028488950705864807	0.020891163567466547	0.016098384237209867	0.003317725024323517	0.032628123842095735	0.018313299932756547	0.013165512521991838	0.024359280991288323	0.01758825463126773	0.015392675808623022	0.022049452086211608	0.032746277654882375	0.026896914584257445	0.022350402795399862	0.01274421091028434	0.026313687896540896	0.02402817200593959	0.0222424686885462	0.018440965993365626	0.019733914148940247	0.004714481819759493	0.01744816432525725	0.011183979169768068	0.022327942334709045	0.029381170079777932	0.015489990098809353
NPL	0.016661256079384804	0.0390924459772821	0.02855955864297419	0.015457154150738481	0.015168303985025553	0.011006770340165886	0.028937593342819125	0.010918023239411568	0.00043886771458192506	0.017480569985661106	0.015858321209164163	0.023571658067875572	0.025903867742041023	0.022254931804579884	0.026160532225807515	0.0177704446279892	0.009645853851386447	0.0234449827126336	0.03699135844597428	0.01804719000569217	0.02149300086787591	0.017353147046208144	0.001961715478572093	0.008577245575782882	0.017481350418112152	0.017677044827018977	0.03160343190576626	0.0053399830704172835
NUP155	0.020454946446950263	0.009529420408665347	0.01737932971562934	0.026861911735132582	0.024255744632093137	0.04020536978925632	0.02659572976966219	0.020259125350791548	0.02221470137996099	0.026696226223263068	0.025145230954047994	0.016192439553831414	0.011911455269802933	0.026885252793612258	0.002387749207430567	0.017163418128911655	0.02451716435283112	0.020797366351019152	0.026258292238942518	0.017079632122028912	0.031065637618297864	0.023765019460650978	0.00019947728970144248	0.033850108606849436	0.023271305961999975	0.026986596448484543	0.02323357564314669	0.019561966076873296
TRIM41	0.013882308031477213	0.042939994843799026	0.017056927030692025	0.02556135436135011	0.0289577539450516	0.02205305722680972	0.039782363168307376	0.007205763159662382	0.008778398417204947	0.02382764664113835	0.03190186832048786	0.021980900256737098	0.007289090606621518	0.021593261387496218	0.004883367034476411	0.008750961444468672	0.016458131430992312	0.02054509634064234	0.0353478957179945	0.029085133877426825	0.018350699164820544	0.019636312215377233	0.0016934603274687044	0.018189931698819713	0.021911626132397777	0.024912359885372694	0.027774973218157806	0.019346675488510795
COPS7A	0.029173850050383365	0.011838338307114253	0.026887977589188334	0.008702778938988923	0.030250551273859626	0.01953630759726316	0.027255249004995114	0.017477748970333423	0.020017319277412626	0.02201901756893819	0.018773009242981805	0.017050335702302796	0.04052206403997647	0.010336092595129038	0.016666670904545756	0.019066763687773127	0.01063955689958466	0.04125518010983692	0.013234628958849528	0.02337135895347352	0.008449261025287844	0.014137068632573389	0.005786866414881188	0.00011556346089281697	0.0051270413026365275	0.02789430541230305	0.02340269791634009	0.0162765474211302
LATS2	0.019365829661366175	0.023930003829715205	0.019559110044257144	0.017496005079269152	0.014668601038780451	0.02825179014447101	0.021178348026915858	0.026963084030265597	0.014413980954772974	0.02259016524466133	0.016389876072379135	0.011333744493561627	0.017172510244007205	0.018168118265329852	0.02701297603126602	0.02278147185850242	0.020331150635756218	0.02820717747659868	0.03389218602541495	0.01676661731594902	0.019694094400169008	0.024273978440361374	0.004848711395030274	0.01997418241301996	0.015421318555456058	0.01668676892702319	0.017370201123233422	0.009722584660419831
CLMN	0.007116366484619212	0.040081712579140935	0.031868733914419245	0.018791703122699236	0.02273206519550996	0.012132596579153863	0.04093585203388186	0.008844615174794849	0.006416551530660313	0.01747099192282655	0.017527309590450645	0.024443518179315008	0.011023233587467011	0.03184159908778939	0.013245114684498306	0.004803203924435031	0.00874253465626254	0.024164106697470593	0.03132458476831681	0.023294651786342567	0.02058622587211284	0.016725527481374236	0.0022757059668885725	0.027283974648883522	0.0159878447803785	0.020489227389305312	0.02591056147692466	0.008990528927247643
GPR180	0.021095201708240186	0.00951615261616973	0.02527466236728147	0.016804086560278805	0.020253478359994574	0.007093872342555274	0.024003998436748445	0.02900617592767658	0.0035298182530005932	0.02186322830400879	0.01696429138350543	0.025774430086017742	0.0371703150037369	0.022173303555553914	0.016011826522674136	0.02071519837877031	0.005829144869005765	0.02826649933609567	0.022533038281193934	0.017379446306355486	0.02109346922783872	0.020526677729093085	0.01029967706209506	0.007399350121425469	0.009871595912642302	0.02783279165873665	0.010078685531454626	0.02112644079633528
ATF4	0.014389931696275166	0.033122890808576645	0.020373622242235934	0.01768226572741109	0.020279110922986277	0.013231525751373553	0.015343500723062703	0.013557135962955612	0.002401985693256884	0.016878562605946307	0.02151890819234382	0.03270354529695722	0.02451422539780106	0.013133331384677439	0.017804175214542223	0.02230142700791081	0.0016143527658257191	0.00589473021814939	0.020445854791945606	0.009177673282885785	0.010390208973208276	0.014261277265059994	0.0017736751670281434	0.012811627928747045	0.016227225691216606	0.021566368388112652	0.03166701425972952	0.018905044497995925
ABHD16A	0.015527401554060008	0.01616241526554912	0.03486969846142411	0.019377473677145905	8.179730154036111e-05	0.00959874935336138	0.0097164094273761	0.03221858306373065	0.00015121422557477383	0.015688050090877995	0.015019792921986802	0.007937521255849322	0.03268598025202511	0.01186519453330328	0.0192397812623835	0.011044721199861027	0.003987486391663161	0.014360803323523023	0.02085860624912642	0.004729420085091104	0.017948544798026326	0.01899130482264708	0.004227595697391269	0.0043565718905198905	3.744918675616278e-07	0.020853914558162406	0.017529703382233208	0.01527622743925987
