	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
GLT1D1	0.03388816511044069	0.034301497969393774	0.03029680085399326	0.017410842574119803	0.022420118531327277	0.019740332539831613	0.0010518768536685948	0.022533994458177373	0.0253062720728276	0.030449808048737023	0.02684766416928999	0.02884337568882093	0.02761344606673052	0.03253997040945047	0.02761483180483398	0.02098234678174027	0.03304128220837838	0.019503949010638785	0.019178309961779483	0.02371495625005277	0.02333660777534939
SMC1A	0.011660284904014804	0.02467061935029639	0.03726534575975376	0.008554861013961914	0.012161266139489582	0.007301452525567623	0.010238245147907043	0.02505323297741311	0.03187658457048898	0.06114167243566452	0.040788029568224964	0.029216000975085393	0.012033902077323154	8.527246455320848e-05	1.3660148713676937e-05	0.015235608495925633	0.009554766421186293	0.045681021954834436	0.006681598391855777	0.02874063732556114	0.012551247053028859
ETFA	0.021289346388579156	0.016739679021631138	0.01892574293687695	0.013590689060239398	0.007345299943277442	0.0036852697046823057	0.0004090798736845894	0.01945626077533054	0.024688709865437808	0.01268001351717693	0.02279029063469639	0.039736875066354746	0.020449038420635765	0.01729965729924899	0.029261716638618495	0.034851563645004524	0.027952135295075946	0.030020859470671814	0.02314405897457551	0.03004494163087073	0.019010990201137057
EIF3FP3	0.021840887752278125	0.025469207852842533	0.024469895973929446	0.017294139615580396	0.011562258718495057	0.008467446395050444	0.0028651852991495	0.02821147815843286	0.03265143407319884	0.03007722243486046	0.03154484116309282	0.027561509554760357	0.02733188505055052	0.034790979862136556	0.023157080735689756	0.029476265236282124	0.031232998183241323	0.013042476807765215	0.015132114209593511	0.03424062159760903	0.028669546535691627
UXS1	0.022478020707972272	0.0368850067646442	0.03795551029095832	0.00799633880930768	0.021187107849066446	0.004146303221590054	0.03262593093184413	0.037744723458162155	0.020602174917868823	0.0757359403427739	0.05094526379762508	0.037816600405103595	0.021647805198177102	0.009908633153585979	1.3012130613944624e-05	0.01039635415787919	0.033957939224567246	0.021252171337867966	0.0021827356360589172	0.050713497165939925	0.025870905984268174
SLC22A5	0.019823998028427832	0.01711284850198961	0.018514330529506334	0.010699547621175084	0.00644502009458523	0.011036409741303625	0.00639136863011582	0.02912228381408569	0.023875261100497022	0.016561013739812294	0.027097865569416298	0.04019514606482646	0.02248172295765537	0.02657000632078152	0.023589040539846912	0.028741895305912014	0.023118447782382225	0.022063965811454155	0.02346291829086434	0.029768109998458837	0.02017077600824063
TTC41P	0.03345007299214998	0.019228553317054364	0.022196860957406757	0.013357338314541042	0.02052361299501219	0.00011815532938909633	0.0005483774679758916	0.02735180215887008	0.011023917089140182	0.059880196985295314	0.009509500958674711	0.005714775212948068	0.00013867961309863442	0.04164464696955032	0.02636737424152674	0.010632750904771818	0.029794297375910796	0.0339730050525169	0.013648210731929298	0.023603130807655217	0.02575141335346761
CHMP4BP1	0.02060933106420956	0.024763347606106316	0.02360104912677176	0.019242588839172875	0.013240233371531074	0.0019215393567559253	0.003665107419313615	0.026710481323192887	0.014712760404180753	0.02533395948625255	0.026094971755297472	0.03762796495711502	0.020571879639433743	0.023962112739344083	0.020868961032529654	0.02126453014745283	0.024632621426042663	0.029207539771552368	0.021055778105352117	0.029212774269363875	0.021315090547448384
MEGF6	0.030943203028721535	0.015900443082871262	0.016632874218417606	0.027176744778042813	0.01300818885129965	0.018289440760930187	0.0027820100056482827	0.024807241929692896	0.022381035344818785	0.015242904436050921	0.027827778163084786	0.036133147529301385	0.02558611386212776	0.024038668038692017	0.01753619081839882	0.027294392358414448	0.028468911726740532	0.03386103692553516	0.017600999837460087	0.030744675582780656	0.025170366687339137
CDK11A	0.031942389651420384	0.03519304494812218	0.03176780639738373	0.0033049451614688644	0.012603675384534288	0.008782700432400502	0.01579716209223123	0.042759410759778856	0.020223914745268155	0.0647805397241649	0.04059461549244589	0.024386553213786043	0.0009156433166150428	0.0309845912199423	0.008576719660987522	0.01971988692657827	0.020762496028788463	0.02220038800823675	0.008184569515439966	0.03451617073937357	0.026310446516195025
