	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
GLT1D1	0.00916217177862119	0.006608196585592323	0.023066685049192032	0.011449434603730088	0.01732591619676272	0.014758603902928862	0.0022235787239284297	0.02214298039748957	0.0019181285393184255	0.021909174128680615	0.023408702993474213	0.0023809673029767334	0.009414494779947206	0.012903365037203813	0.020204303606372025	0.017007012324946627	0.014875027910586426	0.02735406436238144	0.00860083443336005	0.00914977239264825	0.014544197338791974	0.024003464994639536	0.017896911346348788	0.009101168659846707	0.007564733808049819	0.011093877130245311	0.013659682133176303	0.01474326812611826	0.012014587188799254	0.008623829932895052	0.005685031638685501	0.012030604697888194	0.014590245828980282	0.019102315323972132	0.005157764701901068	0.002147933881500757	0.022537234009185357
APOL3	0.02026742055679058	0.018244307794814882	0.012593293056194577	0.0038445548742359467	0.01360508903850187	0.011196530996628732	0.0055155730156086925	0.01616552301313388	9.949054948075363e-05	0.011894144871557207	0.022891871113247853	0.022304320252540387	0.00533791486284606	0.013635216911731547	0.011216747944601473	0.004474232735681222	0.012907017885821121	0.014385789576991652	0.015685668312470216	0.0073306637686102434	0.01624145941717062	0.024237774865335238	0.015803589570267163	0.02049922632039155	0.021914696039863336	0.018126034049136455	0.008549176699705747	0.021446179485270493	0.020988446275768433	0.0014990706970214001	0.011831531680288781	0.014444891228850482	0.00974581183202313	0.014661702134140576	0.005990347182511525	0.0073064369128390295	0.018511975227743185
SMC1A	0.015444312135408145	0.012318538514611984	0.006670664374539391	0.0057801591462486555	0.015306201050214442	0.019371230094861094	0.008423275580016829	0.015504888239339898	0.012260590755972415	0.033853162699069725	0.021137047368257337	0.01397096805328015	0.00985000531545276	0.011689851539046567	0.01633319026135692	0.024353199773514772	0.015952564222755494	0.00459786195576084	0.016565093254868705	0.00636804981359711	0.011005837362698778	0.023305210614278284	0.026489454155607856	0.0156751246973511	0.00471564178662711	0.01127111184013272	0.005346976845692767	0.009715609978078828	0.015176790797367364	0.022855424155036264	0.015985093665530938	0.016021822750890105	0.014658809262217062	0.014064689618430257	0.017319942335160435	0.012350142753927566	0.008510766680435492
AURKB	0.02035782704082587	0.013737017019745371	0.007052381266713203	0.01612470871684834	0.017643856393425836	0.015325813488175438	0.006814879338165889	0.022649276916248857	0.017315327675049914	0.025360484517204674	0.011309364240594701	0.008328594396701706	0.009224363635521655	0.020509986307492466	0.026268392594581327	0.02589463061099943	0.01776680064666408	0.006527071803571872	0.007183936496169457	0.01318799675021432	0.013140395449059563	0.008960468041988495	0.0005384965617333382	0.02446731351838033	0.01521286098662868	0.00893401057911976	0.019452725582379354	0.0021050230896513685	0.009547117152744809	0.015267337408761543	0.016557471505521525	0.012674464433519992	0.01694571199350318	0.034686309604420824	0.019204963861986907	0.012373949695003536	0.007379885574242561
ETFA	0.01144702861924456	0.008817401092661104	0.01584709272479479	0.011672858508333706	0.002904262089621828	0.006790827235504423	0.003039262486264313	0.02153526647882524	0.0013044007747719214	0.02036161124793659	0.014468090745685785	0.02579166935839348	0.00915178216038463	0.01663999281620882	0.022006904554780948	0.007572019553788818	0.011749365508755051	0.01943164235382268	0.018327916895875648	0.016621105944223495	0.013123645943039084	0.012295187867201914	0.014548803768085596	0.01771838672288921	0.012891611845997122	0.015531492542842378	0.008103438525156709	0.005815999124759199	0.009095271091764404	0.011675987196669466	0.027699849171091043	0.011929858285439502	0.003473413414457396	0.011405116085207426	0.015439406671116268	0.0008330921716774868	0.00559218038649742
KCNE3	0.004610791599520969	0.010252738871105668	0.017136220554273395	0.0028090909959008663	0.019622879059061328	0.011156746046767509	0.008534902628698247	0.008456542000713208	0.009096271963661322	0.0011873197446826285	0.016780607115146912	0.01706991200650764	0.004464743234499503	0.029637450360027493	0.009864760787625913	0.010759163338071774	0.01686457428615795	0.007541925804944264	0.009448209064978478	0.010720994290467141	0.01633003625516774	0.015480933892778137	0.02108587833041286	0.012588595083346558	0.016800884660246426	0.0231634440262707	0.013678954294144946	0.01234687025680022	0.012223075273426157	0.0304935471169948	0.015083621249880072	0.014910018877940544	0.018618163609071252	0.03424754481506091	0.003691644137699904	0.007916212064523687	0.012027754316925548
EIF3FP3	0.01016611774379784	0.008065693265668805	0.018604611344097216	0.01844495758515924	0.017495722901273204	0.0051155293265759145	0.0016045773651957847	0.007948818947792773	0.008375062642087027	0.0046099908020244	0.014520848422393606	0.004778438941677253	0.008943092931102408	0.022924145922482573	0.01235268893418802	0.024147288332580084	0.0033430632095976472	0.010978902040987946	0.013089842870434118	0.011972373327302333	0.017222078117619572	0.016660948668690556	0.017084722249232603	0.019184664146331274	0.013426071550748842	0.015813602843521676	0.01196838298381895	0.015348214199977086	0.014467313620444422	0.03086677994371475	0.007983475995229741	0.012086672427513637	0.023493428628622103	0.023665211092709294	0.013547824767504338	0.006567278470662239	0.004743631550924603
UXS1	0.005629004624215773	0.02341143076235447	0.00589848526524175	0.005612427855898659	0.017654375492626776	0.020592645151559532	0.00011240120285995308	0.01255450351832855	0.003690049901836832	0.021115318265390592	0.011431858096893654	0.004562788986205318	0.01720036630366241	0.012489392667357243	0.009014052034903592	0.016755885929217073	0.0077323958099332355	0.003521640317517617	0.02086272079433483	0.011761023902100641	0.007008287073315311	0.014257562208449481	0.027458109739545298	0.013235586509128696	0.007959341198775166	0.011184663580883936	0.011044363989968936	0.0036140657732130015	0.0044946102585265504	0.037137214144168144	0.020482198442909934	0.012440800861820905	0.016285464393712642	0.013125176100745702	0.009827121629257755	0.016679498236685082	0.014806311479310448
SLC22A5	0.004320121872475208	0.006678588807628367	0.01680316532789827	0.016127223005442948	0.01657476827618886	0.01352353902112206	0.0008201577547580579	0.016088421713300247	0.001167687753779356	0.006909568731210736	0.01940412237392173	0.01141407994033749	0.011180713171609624	0.016367215726357225	0.007031071468878743	0.02279081246205209	0.00573287405845185	0.01528196063325576	0.014943459399475367	0.020368685148527105	0.015614182010662421	0.014122783566988808	0.027074563864811475	0.009882798364848185	0.008501216569620853	0.0032991491431916915	0.00719375510040106	0.01313184397986337	0.015015480004883602	0.014038441970598803	0.025186475930992627	0.013423983733179694	0.033612962048179026	0.015817291123962667	0.00503561686146821	0.0021030846022691923	0.013732704724323646
TTC41P	0.016286154067971747	0.013152301426072252	0.016580323083074604	0.012599144133283164	0.015179266205276253	0.012576876983404492	0.002710732673450934	0.01654023666593175	0.0022075979873484226	0.005562561325560319	0.019543049695053098	0.01056537701560883	0.0076656097118870435	0.021374563468078697	0.016678135694782385	0.0032728259358665445	0.014554740194840106	0.020454159447952692	0.012583524290296636	0.012454509431197611	0.010983560566573526	0.013999671834166061	0.016283665221572083	0.021919344480639688	0.024285490202860822	0.018344895154672226	0.01689789077268774	0.016691102727668272	0.014384750743698799	0.009540462585670349	0.008827889890202435	0.016781648495260166	0.01466045155246055	0.010213089746598184	0.013350044761630132	0.00271431808991293	0.019752553433731293
