	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
GLT1D1	0.02184671084086639	0.016748411871239426	0.024414003607837024	0.01646101765029003	0.007723268690096402	0.008726846931754285	0.022607967352908244	0.01410748365503918	0.02300543062204874	0.02121457735696305	0.02170135516235698	0.02102088884933294	0.027310127752060633	0.017970281845413695	0.00627228313390033	0.011230962621230188	0.018637751329609483	0.018996542574695723	0.014992200514929046	0.026693020969626585	0.0022509453459232834	0.01030746400274032	0.016622145786653456	0.01918480957907775	0.0024412458115833763	0.02085489551601434	0.029078950823347268	0.013829438764627354	0.016269485854946523	0.0258225126674958	0.012802632272874316	0.004988143087160827	0.022060977894360595	0.016869100873183194
SMC1A	0.019164756056295855	0.022480997632604655	0.0310885337364054	0.010856043200387	0.008982624896635273	0.006001036380790198	0.01732803437263556	0.017675185102778136	0.0184102744710162	0.02658351984925173	0.014148852733837973	0.014818131105449491	0.01940144073638918	0.027676275582470766	0.00798010479413826	0.017824727231317943	0.019545141872259798	0.015623256878755582	0.01176419702278452	0.018713785871571163	0.007671145790869878	0.02412765900782753	0.022024950973351574	0.019356310009182254	0.006705702368903314	0.020138668690623297	0.024391117978053246	0.012970983680940035	0.014550573108199691	0.01904698180299241	0.01596029833802898	0.015133566911929432	0.01854791956107278	0.019674479884571147
ETFA	0.016506222071298347	0.01439531260335728	0.009841367651897876	0.022942398791031094	0.010973554946160433	0.015784741147451323	0.02010479927706896	0.01416602962622471	0.015840208235220133	0.0019585567676388364	0.014962869533530999	0.02788606428242349	0.00893311242587763	0.0038410655306458986	0.017477032448099873	0.03321653385220548	0.026082910491967513	0.008233486354610534	0.0077442908300068974	0.0064452846548451685	0.024944381284350288	0.006936347918886466	0.026983223161757774	0.020569343346880035	0.00030872682200858067	0.01994179120939301	0.024626366822181115	0.009556189630506525	0.010826223887179305	0.010868434201951485	0.012861453430484391	0.017982265390936992	0.015188541567013944	0.013448491508883236
EIF3FP3	0.012325725007840044	0.01644747635411248	0.013004857619081054	0.01885799250089858	0.009205216518769477	0.008702719850883655	0.015174394523186792	0.008207788966326608	0.03144753415060261	0.0024953859189665428	0.020062159716882515	0.02553127057808226	0.014286726337898806	0.015234607201082698	0.017531226664423236	0.006582635687292899	0.021137668652819585	0.027268198945110633	0.029472506343261266	0.013710183077011178	0.014424402308341822	0.015166204973720131	0.011645210166229035	0.00416394242336494	5.378302048370391e-05	0.018639937220329715	0.02002208128809989	0.00869674672105619	0.01789269659317129	0.017178964670119368	0.011083243793017106	0.005602945912861491	0.014973447262939825	0.017332925594681747
UXS1	0.017575380733801445	0.0104266099637233	0.013569761937955975	0.012629415365262693	0.0013900594686056499	0.014183405924645263	0.01992670161359125	0.016034747623816542	0.026403301791624305	0.01368585715321128	0.018120441778779806	0.02655933549375775	0.016655305758914187	0.019682012616592266	0.006872069696676042	0.03766803249392799	0.005197494905369089	0.00808890277123877	0.009515334222419016	0.023995453622935623	0.01693281535014885	0.021425151075461727	0.026623582961590696	0.018372164568008192	0.005473596660130836	0.018607031671096314	0.03309615312671857	0.017400865636287288	0.012480265249510819	0.03028664171497879	0.013611534968079162	0.00843603603220502	0.014724501176115606	0.014946300029614895
SLC22A5	0.02227601991741421	0.011714716282549203	0.019465226852033484	0.022679018382825277	0.007629111420784697	0.012985520902939592	0.012441993117774774	0.013499361685790382	0.014692639340693692	0.012982576217509484	0.013675630839352509	0.01764461908356795	0.025630679397561886	0.01289039605725953	0.014526917294470174	0.016557461799073088	0.012398374406808622	0.014588456064087936	0.02042850042564863	0.01732013472798841	0.01857394263306839	0.01896145500256952	0.031345742727971346	0.011415307444573159	0.0011068824050933315	0.011247532585715685	0.025762890287579776	0.017832964041087866	0.009606603734814683	0.01754408322237947	0.011942165859487158	0.009336289038395727	0.02201132282438823	0.02852341735058053
TTC41P	0.024445101660674533	0.015053734635632638	0.01732505368662082	0.020558710293000902	0.010509184546439737	0.01239409856595963	0.01905594105532301	0.02489249381461056	0.02620212193939884	0.014343100420933778	0.019403790161196928	0.01922816627417347	0.014800332759684256	0.021218092619764768	0.01665844388311149	0.015430379609807362	0.008320586652226113	0.016512508718322366	0.026225690740855435	0.01204145671389274	0.021163680934615212	0.019912060438801463	0.009396312520887403	0.019384068228577876	0.0037396358428502955	0.01556436831452348	0.015992357960211288	0.018278652316705998	0.010006431159642113	0.016957462504893744	0.015076638134920453	0.015336043090067487	0.01781902402411077	0.01774472121831743
CHMP4BP1	0.018363559864250097	0.014145036500290505	0.0149851361050302	0.01332344765783768	0.014458393391597914	0.001358661079305443	0.02594501072855397	0.012274390724657218	0.01339365887453944	0.017619047633519513	0.02238197096149018	0.02861014370536671	0.011224225878277583	0.02365503058933536	0.018027799594454004	0.030235480389339153	0.0192774175180874	0.022366811570804303	0.013859186037818631	0.01612223624832814	0.02469168850587786	0.020775088827458106	0.022047062098673707	0.01491915022207038	0.0033336743335794583	0.011684689260687414	0.027007065499000418	0.023066835186657378	0.008869539195058349	0.014868498552222621	0.016573894152190963	0.016900755323096754	0.01138238931346813	0.019685813532770716
SSTR1	0.018568811037925827	0.018254620587986357	0.028569578867032694	0.014858613401264665	0.0132198098246908	0.016679006907005592	0.017390785955229363	0.012470237497115821	0.02403411116125027	0.013472543322174815	0.02227801069645934	0.02893147081787279	0.01147598721041347	0.01733121786479551	0.013646877871315759	0.012458850487986775	0.015367731802393718	0.01509491700505569	0.013236466583479987	0.028611075297690854	0.012815053856169174	0.010345500343720214	0.01562690577456658	0.02107494463447722	0.006717731294150087	0.005740777485397226	0.019835861807705076	0.015553209583979563	0.009026367111133816	0.009135435667162742	0.014719553639028266	0.002929399568911823	0.021140137206410524	0.023620510664603387
MEGF6	0.012265233492474572	0.01905487388512743	0.0162816541055254	0.026859608975140798	0.014334686920613404	0.004804265172535194	0.02757038449581752	0.012918739196216491	0.014988952733039866	0.0023692719568701006	0.01460328253081391	0.040431787459016696	0.003915986200046924	0.016857131641229824	0.0038950885423898614	0.03636838539253043	0.019775837676189595	0.012047514330853907	0.004256719461789189	0.009995064891105323	0.03179408076281834	0.008750921306063824	0.031622665663755684	0.02542346163568612	0.006290099440237444	0.012808076612831495	0.02352726349331039	0.027156702405809127	0.025288549983093475	0.022629452325613763	0.017591689824067502	0.0255041689928668	0.0008013122967000539	0.010113536313366448
CDK11A	0.01892052081071553	0.011825870486943408	0.02357062412745195	0.008015063837927322	0.012797865637768246	0.015249034259010526	0.014558770871440219	0.014406368530768049	0.024412820244352644	0.01893950244703486	0.022016307876947236	0.014719486342594621	0.01829633822353558	0.021947511773604964	0.007680960403055373	0.02225228080404457	0.011209767572128332	0.019356531126833932	0.013485272644782146	0.02613297928687802	0.009440787633958342	0.013492288972658731	0.01739920352541752	0.02151747757629671	0.0012312793075858746	0.019885342474699093	0.02464836429262209	0.01180147721883495	0.010292816388584156	0.014267202984944364	0.012744613145493753	0.01662806163788808	0.023319044783834897	0.01685901776316601
KANSL3	0.021310020689957316	0.01142836909905317	0.019268328983039096	0.025597267322360527	0.02000579125415945	0.014413689772794879	0.013213018930947153	0.017472207880336155	0.02277350638095823	0.008374182434907453	0.01047508956730602	0.015060593804654349	0.013117285537282074	0.01836028613806275	0.01024441613417208	0.02031711645250975	0.00940452142063133	0.018521151492481853	0.01986014456886238	0.014465965995033287	0.009838118900776393	0.018663298957371316	0.018754879894464258	0.012724143882465613	0.00032616974435609164	0.012927557825664106	0.022115899622026612	0.006784784751285639	0.0036794141603224296	0.02221525095798747	0.02051795411634234	0.009850820833407487	0.015292270284904954	0.019925340721266938
PTP4A1	0.013792100503929329	0.01732180032152368	0.01905552457807671	0.021054183273835587	0.017045038327224142	0.019113787294312505	0.011997617298260722	0.020944962823936694	0.011740238567413096	0.013375914352258697	0.01975205423631011	0.013755202502003048	0.010701729145209012	0.025850129519356283	0.007640711066870987	0.019607571029524637	0.020504442071983514	0.0142229664221348	0.009454290447751099	0.01547410756956235	0.023593131665443343	0.02408328794131887	0.026415463011656155	0.013116937144288089	0.004034643903643322	0.017894928413558504	0.020181921109550825	0.010757386284058706	0.0026527194851601976	0.013641673601218363	0.019146013451219437	0.013428803574435537	0.019688563919827172	0.019901957128886157
CENPL	0.017503033535987377	0.014517296037033896	0.019878200492056658	0.01363426287364293	0.008607312604173098	0.024454618932859374	0.015205453041365852	0.012180783021219112	0.010129477033855553	0.018652897354787812	0.014235860900833187	0.010244218646925575	0.018207334768747776	0.018450817336706265	0.015646367927274314	0.028789806652512812	0.0070461347606959705	0.01935589903910885	0.008122892891477277	0.027972508837249853	0.020404734379456006	0.02721820435968484	0.028060318841741594	0.02084683009930569	0.0035567305581260525	0.012544460832163791	0.021915528347678532	0.02056315710787947	0.008250525823573676	0.019746058290208587	0.014718817632684917	0.010776186249274506	0.015693591274575956	0.011552762199159896
CCDC160	0.01039029361211949	0.010593552409736405	0.009131434796711671	0.014940828026624463	0.014461481725138862	0.022960908290256758	0.01435079255944195	0.02340770706155886	0.020129217354080815	0.025107932662533656	0.0145244380392069	0.01682438371768938	0.02134187414053726	0.020074951644848422	0.013846953200367381	0.015248034000668322	0.012968892530936109	0.02275619882902949	0.009174858308451333	0.024533841819893914	0.01376488098185212	0.021646937540498023	0.022408117182587346	0.014887413636859116	0.002203718603646813	0.019744776274657882	0.023289031966136457	0.01767827120910959	0.007925496565173442	0.013734487952882549	0.010886853228491858	0.018995119371048537	0.012953660269388457	0.018321230719987733
