	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
TMEM126B	0.010671138921997544	0.028079191353373417	0.008713425093938082	0.01492390406836514	0.029891934108056253	0.04154851658115342	0.02120163518852087	0.004946916212660237	0.01558151863461983	0.011119859138538132	0.03883864430295824	0.022324586140965857	0.02719284505733723	0.02704757593727003	0.015064965595321356	0.027970283379909294	0.0217201356517445	0.010046712117542288	0.003925261312520596	0.021148078975746252	0.0075500276310242476	0.0077717605809682734	0.0004593489394166591	0.018141402223109934	0.023239978473467777	0.02809579880602823	0.018784394466772675	0.0013204791425687262	0.011118898511273395	0.0005708710252784853	0.007277710236608695	0.005715604326262731	0.01536961935344669	0.013562573118211177	0.005780840052929832	0.01625007818240521
PHAX	0.0007930053119302261	0.010081527003776911	0.016448178017715556	0.017341138588841665	0.023847762219100992	0.0287574139362459	0.020180229130130237	0.004389614140137627	0.0025233320630627313	0.001690321189103763	0.012948945062844946	0.023919661849890316	0.023943815281099557	0.02575615459012805	0.006579883297904817	0.032170626548572126	0.017111995277438584	0.018976602008900185	0.00022873564251565	0.019096463806830933	0.034026064255511496	0.0016225923762648324	0.0014634606865930678	0.027181512778678234	0.01743790669685515	0.029028005506910537	0.021590607720338516	0.007282855146652348	0.01273454758004387	0.01336637320192441	0.012615406010056309	0.0154114672685578	0.0019509228323585086	0.020221668243451285	0.03984220429217987	0.025511620052585778
PASK	0.011267048353084128	0.01025638332158741	0.01884901743251031	0.014186348266054027	0.03539781551206954	0.02507883464227342	0.029592705842967745	0.009903394716485636	0.01798973318666562	0.01222143777432135	0.0029930269291285755	0.00020122703021059716	0.02970946039562237	0.008953904390483639	0.025138954990181664	0.01994129086822245	0.021809477857067876	0.020183797758034142	0.033478778158509144	0.01685872382574558	0.011961371071201944	0.011321188771710814	0.006915898737432411	0.005071450208066276	0.02904238390572008	0.008027345151834784	0.007597752064269587	0.02144651655814183	0.0021045123275451575	0.03193191024648791	0.015970539025955032	0.00704239278539212	0.00599035989009692	0.015581306474883216	0.020015803525660063	0.0242993302068117
NARS2	0.012308381113801992	0.023637695255108348	0.001436834227530022	0.027169733613841122	0.027907191415845443	0.009588555033599825	0.011742363023563978	0.009705587470923715	0.016007590679126955	0.0005141642041363661	0.013208755864636044	0.019312214195354147	0.013249897128531002	0.018297044674843384	0.019201813112575357	0.01581359102670102	0.022540215961414745	0.006608442438360797	0.031082567732844953	0.0235461560543505	0.024130731151329018	0.011759207532600065	0.006263614673381084	0.012097981413823516	0.030508844049020642	0.01760464527247106	0.022699777879315684	0.024639851798032693	0.004309779488445683	0.0047380549906384335	0.0028229463158651537	0.010250918267881765	0.031565899119103104	0.01057729537505988	0.004035095156729748	0.015768090574272576
TMBIM4	0.010831927583605856	0.014674958535188042	0.007452266177525327	0.012612196214374437	0.024338024384542283	0.027127481695209166	0.019031034962696855	0.019154842041602553	0.01073528203624362	0.004575194538923705	0.004046450472492732	0.013809569214053333	0.014229636080832518	0.02256273977941109	0.03170959220154389	0.024632518160483577	0.023069639215229358	0.014367071353954415	0.008276826282015448	0.011829459927109454	0.03646353919020949	0.03285248590323701	0.008090928227587125	0.013207116061478159	0.014776403170736288	0.020631842425654863	0.02076096333273159	0.016946010490207622	0.004822694799427817	0.0024084789271870324	0.004324051942936707	0.0251384324492139	0.014884715669405423	0.010941574209850704	0.015258165411223839	0.02901685500358834
DHX9	0.01634765682386435	0.012918663281313442	0.03983893146185961	0.0070057329202651945	0.005962078119545597	0.01653421976412357	0.02284519140090573	0.011565120518571012	0.028337135282200346	0.019613899816231902	0.026674157704048355	0.00012232832690688885	0.015854269515339862	0.013729489931139005	0.009773232297177371	0.013864057888953535	0.014323180967538016	0.02732353754759433	0.035396038252817105	0.014489886235323683	0.011942430428815114	0.008952210933570919	0.011425021476571897	0.015567721215342471	0.014706237379872814	0.02029109842790337	0.026130402984597696	0.01842086886865468	0.0011453819133314396	0.01930507393386433	0.021111934928035023	0.020616023156067226	0.016957292860749294	0.012257875157654167	0.006119257552000061	0.01697816791590288
WDR72	0.029679868035032215	0.00787349359687878	0.012392317975560311	0.012861748662326455	0.010606432144381735	0.035884640457567375	0.02063263008274864	0.01376849233118556	0.014587688159361756	0.00738183211061977	0.008446443536194365	0.010620214233821507	0.015246157675926382	0.03199707704968386	0.01978631483450785	0.004079656199743426	0.014693727772140537	0.016612391150076487	0.028068268369060817	0.028679698485205712	0.014576233883370144	0.012515796201431329	0.006032449354139586	0.014685503442182063	0.024218526997773264	0.0038501244909305526	0.011534914511056206	0.024219890667797304	0.00550407941945517	0.02931647428773141	0.01410333249027301	0.016900844884198428	0.01969918923194385	0.032384656702893685	0.01695424266984945	0.005633440947327564
RILPL2	0.004678810875010481	0.02583007631502329	0.013658965248363089	0.004576907190111162	0.02921131098470089	0.017014097104989113	0.00198929723611228	0.029711206468324394	0.014521590314617675	0.022213767653532248	0.036936576852898216	0.012927957479920722	0.02533127841875826	0.003967298816673912	0.034535822851669624	0.01843170561407357	0.012982753849411239	0.010294301646460686	0.020251391818077606	0.021098649475653094	0.012177242699795547	0.00781392651891882	0.01081286925612369	0.00568006559083372	0.02311609979187083	0.01043369998393418	0.018525688709484376	0.023016172041249332	0.016247816934572085	0.01499425633294039	0.0051978254216117166	0.012828794822938748	0.028665110989775963	0.008143245113205164	0.016294918813501636	0.026825896717407934
NCOA3	0.016345910940660898	0.008614774076431159	0.026763205346747605	0.014142830597676202	0.019413203627667366	0.018601718200881932	0.011885592005971139	0.0023511296585334777	0.011395411749840361	0.013897510244804004	0.03485619873004049	0.0044087998631986685	0.01474219208211127	0.029934050084713212	0.02525313920658786	0.014201474603192842	0.02943811993696031	0.007652673722732218	0.026205314349870598	0.009339848793921269	0.0017640708760834367	0.0026024150823373607	0.009448098429130155	0.021306180355081486	0.026015249930603043	0.02723543817219239	0.006213162206232044	0.0027129637098284184	0.00572462456088456	0.008985183168861563	0.0024261304744518947	0.03890541319833912	0.0026016948005056087	0.029783273483307195	0.0362266204122526	0.02511274543284028
ATP7A	0.008831671680051898	0.004380393326347165	0.01631863697146786	0.01976943634226659	0.022314125039391532	0.017081884856990144	0.035261586153231175	0.010440826024456923	0.01039601409721725	0.007880278714042694	0.026863033849204118	0.0089690844095183	0.02202790438189987	0.023038952999356856	0.02938129399352021	0.014974029623071454	0.004106147112786426	0.019527692088832347	0.00938242777694992	0.010364308529780764	0.016547552277722796	0.002888733263004126	0.021323298235626245	0.013127373966036682	0.01567435705554483	0.018496685456839246	0.014095896501673527	0.019129867785679443	0.011409986357349983	0.010885448068992158	0.03302331468552115	0.02733772828110569	0.01583786270973721	0.017393002541478783	0.021746229801245846	0.03285855384177108
